naam;latijnse_naam;Waterbehoefte;Lichtbehoefte;Groeihoogte_cm;verkoopprijs_eur;standplaats;voorraad;bloeitijd;kleur;huisdier_vriendelijk;overview_image;additional_image1;additional_image2
Roos Elegans Winter;placeholder;Gemiddeld;Schaduw;133;52.7;Buitenplanten;128;Jaarrond;Groen;Nee;dahlia_virtuoso_dayglo_yellow_grande.jpg;supertunia_bermuda_beach_mono_25.jpg;superbells_magic_double_grapefruit_calibrachoa_2815_mono.jpg
Roos Elegans Spring;placeholder;Hoog;Veel licht;282;63.63;Buitenplanten;67;Lente;Oranje;Ja;saffron_sunrise_basket.jpg;agastache_maestro_gold_mono.jpg;dahlia_virtuoso_pinkerific_tag.jpg
Roos Elegans Elite;placeholder;Gemiddeld;Veel licht;245;174.77;Buitenplanten;117;Zomer;Geel;Ja;begonia_space_age_triton_co-ex_grande.jpg;jamesbrittenia_safari_lava_flow_12817_tag.jpg;dahlia_virtuoso_pinkerific_tag.jpg
Roos Elegans Prime;placeholder;Hoog;Halfschaduw;171;155.32;Tussenvariant;92;Jaarrond;Blauw;Ja;sunshine_state_w-thriller_scene-4480x6720-a4f0068.jpg;portulaca_mojave_tangerine_mono25.jpg;hold_me_tight_recipe_in_legacy_stone_boston_urn_greige_stone_02.jpg
Roos Elegans Natural;placeholder;Hoog;Halfschaduw;72;130.56;Tussenvariant;172;Lente;Roze;Nee;american_blues.jpg;carex_graceful_grasses_toffee_twist_mono25_2.jpg;supertunia_mini_vista_plum_veined_tag.jpg
Roos Elegans Botanic;placeholder;Laag;Veel licht;148;46.72;Buitenplanten;60;Zomer;Rood;Ja;ipomoea_sweet_caroline_medusa_black_12824_mono.jpg;secret_weapon.jpg;portulaca_mojave_mango_ecogrande.jpg
Roos Elegans Lush;placeholder;Hoog;Halfschaduw;26;14.02;Tussenvariant;163;Lente;Groen;Ja;lobelia_laguna_royale_lilac_12818_mono.jpg;angelonia_angelface_white_mono_25.jpg;yard_makeover_121-600x400-d9c3bb2.jpg
Roos Elegans Fresh;placeholder;Gemiddeld;Halfschaduw;182;161.15;Tussenvariant;157;Lente;Roze;Nee;supertunia_bermuda_beach_macro_02_25_0.jpg;dahlia_virtuoso_classy_carmine_mono.jpg;carex_graceful_grasses_toffee_twist_mono25_2.jpg
Roos Elegans Zen;placeholder;Hoog;Veel licht;158;163.12;Buitenplanten;142;Herfst;Rood;Nee;voice_of_an_angel_-4701x4443-1a19375.jpg;supertunia_mini_vista_plum_veined_mono.jpg;voice_of_an_angel_-4701x4443-1a19375.jpg
Roos Elegans Wild;placeholder;Gemiddeld;Veel licht;293;88.22;Buitenplanten;111;Jaarrond;Groen;Nee;creative_couture.jpg;cuphea_totally_tempted_richly_red_mono.jpg;begonia_space_age_europa_tag.jpg
Roos Elegans Soft;placeholder;Gemiddeld;Halfschaduw;38;145.11;Buitenplanten;129;Winter;Blauw;Nee;heliotropium_aromagica_purple_tag_0.jpg;dahlia_virtuoso_classy_carmine_tag.jpg;angelonia_angelface_white_mono_25.jpg
Roos Elegans Bright;placeholder;Gemiddeld;Schaduw;241;70.41;Buitenplanten;56;Winter;Oranje;Nee;dahlia_virtuoso_classy_carmine_ecogrande.jpg;cuphea_totally_tempted_frosted_violet_grande_01.jpg;eclectic_elegance.jpg
Roos Elegans Calm;placeholder;Hoog;Schaduw;65;11.34;Tussenvariant;98;Winter;Geel;Nee;scaevola_stardiva_white_co-ex_grande.jpg;heliotropium_aromagica_purple_mono_0.jpg;carex_graceful_grasses_toffee_twist_co-ex_grande25.jpg
Roos Tricolor Select;placeholder;Hoog;Halfschaduw;124;163.55;Kamerplanten;168;Zomer;Rood;Ja;scaevola_stardiva_white_ecogrande.jpg;blossom_house.jpg;salvia_unplugged_white_tag.jpg
Roos Tricolor Beauty;placeholder;Hoog;Halfschaduw;263;13.48;Tussenvariant;55;Herfst;Paars;Ja;portulaca_mojave_tangerine_mono25.jpg;begonia_space_age_triton_macro_03.jpg;salvia_unplugged_red_mono.jpg
Roos Tricolor Princess;placeholder;Hoog;Schaduw;171;42.45;Buitenplanten;32;Herfst;Paars;Ja;angelonia_angelface_white_grande_25.jpg;cuphea_totally_tempted_vivid_violet_tag.jpg;a_big_heart.jpg
Roos Tricolor King;placeholder;Laag;Veel licht;206;184.72;Buitenplanten;173;Lente;Paars;Nee;brushstrokes.jpg;moonlit_lavender_basket.jpg;rockapulco_rose_0_0.jpg
Roos Tricolor Queen;placeholder;Gemiddeld;Veel licht;81;46.41;Tussenvariant;49;Winter;Roze;Ja;lobelia_laguna_royale_lilac_12818_tag.jpg;portulaca_mojave_tangerine_tag.jpg;salvia_unplugged_white_tag.jpg
Roos Tricolor Gem;placeholder;Hoog;Schaduw;204;138.05;Kamerplanten;95;Jaarrond;Geel;Nee;supertunia_blue_tiara_macro_02.jpg;dahlia_virtuoso_dayglo_yellow_ecogrande.jpg;berry_express.jpg
Roos Tricolor Delight;placeholder;Laag;Veel licht;27;63.69;Kamerplanten;18;Herfst;Rood;Nee;creative_couture.jpg;angelonia_angelface_white_tag.jpg;agastache_maestro_coral_tag.jpg
Roos Tricolor Flame;placeholder;Laag;Halfschaduw;284;157.63;Tussenvariant;67;Lente;Roze;Nee;vista_view_basket.jpg;scaevola_whirlwind_white_12305_tag.jpg;dahlia_virtuoso_vibrant_violet_mono.jpg
Roos Tricolor Mist;placeholder;Laag;Halfschaduw;112;66.14;Buitenplanten;98;Zomer;Wit;Ja;cuphea_totally_tempted_frosted_violet_grande_01.jpg;dahlia_virtuoso_classy_carmine_ecogrande_0.jpg;dahlia_virtuoso_pinkerific_tag.jpg
Roos Tricolor Pearl;placeholder;Gemiddeld;Veel licht;77;109.35;Buitenplanten;154;Herfst;Groen;Ja;crisp_and_clear.jpg;send_me_an_angel-900x1200-e17b42d.jpg;sip_and_savor.jpg
Roos Tricolor Glow;placeholder;Hoog;Veel licht;100;9.56;Kamerplanten;5;Herfst;Rood;Nee;begonia_space_age_black_hole_mono.jpg;tell_it_to_my_heart-925x1200-7c361cb.jpg;begonia_space_age_black_hole_macro_01.jpg
Roos Tricolor Charm;placeholder;Laag;Schaduw;129;18.55;Tussenvariant;5;Jaarrond;Geel;Ja;dahlia_virtuoso_dayglo_yellow_ecogrande.jpg;dahlia_virtuoso_classy_carmine_tag.jpg;saffron_sunrise_basket.jpg
Roos Tricolor Dream;placeholder;Hoog;Schaduw;215;123.83;Buitenplanten;65;Jaarrond;Geel;Nee;bouffant_pc.jpg;coleus_colorblaze_mini_me_chartreuse_ecogrande.jpg;agastache_maestro_coral_mono.jpg
Roos Tricolor Classic;placeholder;Laag;Halfschaduw;42;96.16;Tussenvariant;96;Jaarrond;Oranje;Ja;saffron_sunrise_basket.jpg;aroma_heaven_0.jpg;scaevola_stardiva_blue_mono.jpg
Roos Tricolor Royal;placeholder;Hoog;Veel licht;174;152.03;Tussenvariant;11;Winter;Oranje;Nee;fruitful_0.jpg;dahlia_virtuoso_vibrant_violet_ecogrande.jpg;supertunia_blue_tiara_tag_rgb.jpg
Roos Tricolor Sunrise;placeholder;Hoog;Schaduw;202;76.32;Tussenvariant;25;Winter;Blauw;Nee;begonia_space_age_triton_mono.jpg;scaevola_stardiva_blue_co-ex_grande.jpg;supertunia_bordeaux_2026_mono.jpg
Roos Tricolor Sunset;placeholder;Laag;Schaduw;18;4.05;Buitenplanten;154;Jaarrond;Geel;Ja;cuphea_totally_tempted_frosted_violet_macro_01.jpg;sip_and_savor.jpg;begonia_space_age_europa_co-ex_grande.jpg
Roos Tricolor Snow;placeholder;Hoog;Schaduw;100;47.27;Tussenvariant;17;Lente;Blauw;Ja;rockapulco_rose_0_0.jpg;heliotropium_aromagica_purple_tag.jpg;salvia_unplugged_red_tag.jpg
Roos Tricolor Emerald;placeholder;Hoog;Schaduw;234;181.77;Tussenvariant;170;Herfst;Oranje;Ja;cuphea_totally_tempted_frosted_violet_grande_01.jpg;gigi.jpg;fruitful_0.jpg
Roos Tricolor Ruby;placeholder;Hoog;Halfschaduw;223;32.4;Kamerplanten;80;Winter;Roze;Ja;pink_parrot-1201x1003-c8971dd.jpg;style_oasis.jpg;scaevola_stardiva_pink_mono.jpg
Roos Tricolor Sapphire;placeholder;Hoog;Schaduw;169;88.22;Kamerplanten;0;Herfst;Roze;Ja;scaevola_stardiva_blue_ecogrande.jpg;yard_makeover_121-600x400-d9c3bb2.jpg;jamesbrittenia_safari_lava_flow_12817_tag.jpg
Roos Tricolor Moon;placeholder;Gemiddeld;Halfschaduw;37;117.06;Tussenvariant;73;Winter;Groen;Ja;dahlia_virtuoso_rad_raz_mono.jpg;american_blues.jpg;supertunia_bermuda_beach_tag_25.jpg
Roos Tricolor Spirit;placeholder;Laag;Schaduw;293;161.79;Buitenplanten;11;Lente;Blauw;Ja;ipomoea_sweet_caroline_sweetheart_shadowstorm_12823_tag.jpg;wholesome.jpg;nemesia_bluebird_mono.jpg
Roos Tricolor Grace;placeholder;Hoog;Halfschaduw;75;102.07;Buitenplanten;26;Lente;Blauw;Nee;vista_view_basket.jpg;supertunia_bermuda_beach_macro_02_25_0.jpg;nemesia_bluebird_tag.jpg
Roos Tricolor Harmony;placeholder;Gemiddeld;Halfschaduw;176;8.12;Buitenplanten;62;Lente;Groen;Nee;blossom_house.jpg;ipomoea_sweet_caroline_sweetheart_shadowstorm_12823_mono.jpg;american_blues.jpg
Roos Tricolor Wonder;placeholder;Hoog;Schaduw;126;43.02;Buitenplanten;47;Herfst;Paars;Nee;aroma_heaven_0.jpg;bidens_campfire_red_ember_12816_tag.jpg;hold_me_tight_recipe_in_legacy_stone_boston_urn_greige_stone_02.jpg
Roos Tricolor Magic;placeholder;Laag;Halfschaduw;219;164.43;Kamerplanten;74;Winter;Rood;Nee;angelonia_angelface_white_tag_25.jpg;supertunia_bermuda_beach_macro_02_25_0.jpg;southern_voyage-1162x1200-3db4131.jpg
Roos Tricolor Velour;placeholder;Hoog;Veel licht;36;104.18;Kamerplanten;26;Herfst;Roze;Nee;cuphea_totally_tempted_richly_red_tag.jpg;portulaca_mojave_mango_mono.jpg;begonia_space_age_triton_mono.jpg
Roos Tricolor Crown;placeholder;Laag;Schaduw;32;53.85;Buitenplanten;39;Herfst;Roze;Nee;scaevola_stardiva_white_tag.jpg;cuphea_totally_tempted_vivid_violet_tag.jpg;portulaca_mojave_tangerine_tag.jpg
Roos Tricolor Bloom;placeholder;Gemiddeld;Schaduw;263;14.27;Kamerplanten;28;Winter;Blauw;Ja;emerald_isle_alocasia-4640x6960-85b4e9f.jpg;supertunia_blue_tiara_tag_rgb.jpg;vista_view_basket.jpg
Roos Tricolor Blush;placeholder;Hoog;Schaduw;122;172.32;Tussenvariant;74;Lente;Rood;Nee;gigi.jpg;dahlia_virtuoso_classy_carmine_ecogrande.jpg;cuphea_totally_tempted_watermelon_wine_mono.jpg
Roos Tricolor Forest;placeholder;Laag;Veel licht;115;82.5;Buitenplanten;62;Jaarrond;Roze;Nee;tango_dance.jpg;capri_berry-1200x983-1a8c6ff.jpg;voice_of_an_angel_-4701x4443-1a19375.jpg
Roos Tricolor Sky;placeholder;Gemiddeld;Halfschaduw;262;162.83;Buitenplanten;156;Jaarrond;Wit;Ja;carex_graceful_grasses_toffee_twist_co-ex_grande25.jpg;superbells_magic_double_grapefruit_calibrachoa_2815_mono.jpg;cuphea_totally_tempted_richly_red_grande.jpg
Roos Tricolor Ocean;placeholder;Laag;Halfschaduw;275;159.63;Kamerplanten;92;Winter;Oranje;Ja;dahlia_virtuoso_rad_raz_ecogrande_0.jpg;carex_graceful_grasses_toffee_twist_co-ex_grande25.jpg;dahlia_virtuoso_pinkerific_tag_0.jpg
Roos Tricolor Frost;placeholder;Hoog;Veel licht;268;43.16;Tussenvariant;133;Zomer;Rood;Ja;crisp_and_clear.jpg;nemesia_bluebird_tag.jpg;scaevola_stardiva_white_mono.jpg
Roos Tricolor Summer;placeholder;Laag;Veel licht;175;35.38;Buitenplanten;148;Herfst;Rood;Ja;ipomoea_upside_key_lime_newtagimage.png;creative_couture.jpg;cuphea_totally_tempted_richly_red_mono.jpg
Roos Tricolor Autumn;placeholder;Hoog;Halfschaduw;116;4.42;Kamerplanten;104;Lente;Roze;Nee;dahlia_virtuoso_classy_carmine_ecogrande_0.jpg;eclectic_elegance.jpg;dahlia_virtuoso_vibrant_violet_grande.jpg
Roos Tricolor Winter;placeholder;Hoog;Halfschaduw;26;144.54;Kamerplanten;176;Lente;Roze;Nee;supertunia_vista_cool_jazz_12821_tag.jpg;a_big_heart.jpg;agastache_maestro_coral_mono.jpg
Roos Tricolor Spring;placeholder;Laag;Veel licht;243;105.04;Kamerplanten;26;Winter;Paars;Nee;coleus_colorblaze_mini_me_chartreuse_tag.jpg;cuphea_totally_tempted_frosted_violet_ecogrande.jpg;portulaca_mojave_mango_co-ex_grande.jpg
Roos Tricolor Elite;placeholder;Hoog;Veel licht;246;126.94;Buitenplanten;50;Jaarrond;Groen;Nee;supertunia_bermuda_beach_macro_02_25_0.jpg;lobelia_laguna_royale_azure_12820_tag.jpg;begonia_space_age_black_hole_tag.jpg
Roos Tricolor Prime;placeholder;Hoog;Veel licht;124;157.5;Tussenvariant;13;Zomer;Oranje;Nee;brushstrokes.jpg;dahlia_virtuoso_pinkerific_ecogrande.jpg;dahlia_virtuoso_vibrant_violet_ecogrande.jpg
Roos Tricolor Natural;placeholder;Laag;Halfschaduw;184;66.95;Buitenplanten;10;Lente;Wit;Ja;salvia_unplugged_red_grande.jpg;cuphea_totally_tempted_watermelon_wine_ecogrande.jpg;to_die_for_heart-soul_va-va-violet.png
Roos Tricolor Botanic;placeholder;Gemiddeld;Veel licht;158;46.18;Kamerplanten;151;Lente;Geel;Ja;emerald_isle_alocasia-4640x6960-85b4e9f.jpg;portulaca_mojave_mango_tag.jpg;dancing_with_the_moon.jpg
Roos Tricolor Lush;placeholder;Gemiddeld;Schaduw;286;97.41;Buitenplanten;46;Lente;Groen;Nee;supertunia_bordeaux_2026_mono.jpg;dahlia_virtuoso_vibrant_violet_mono.jpg;supertunia_bordeaux_2026_mono.jpg
Roos Tricolor Fresh;placeholder;Hoog;Halfschaduw;112;154.87;Tussenvariant;140;Zomer;Geel;Nee;dahlia_virtuoso_vibrant_violet_mono.jpg;dahlia_virtuoso_dayglo_yellow_ecogrande.jpg;supertunia_vista_cool_jazz_12821_tag.jpg
Roos Tricolor Zen;placeholder;Hoog;Halfschaduw;220;84.15;Kamerplanten;88;Lente;Roze;Nee;blossom_house.jpg;cuphea_totally_tempted_richly_red_mono.jpg;im_in_heaven.jpg
Roos Tricolor Wild;placeholder;Hoog;Schaduw;67;63.22;Tussenvariant;153;Zomer;Rood;Nee;superbells_magic_double_grapefruit_calibrachoa_2815_mono.jpg;angelonia_angelface_wedgwood_pink_mono.jpg;heliotropium_aromagica_purple_tag.jpg
Roos Tricolor Soft;placeholder;Hoog;Veel licht;86;30.15;Tussenvariant;68;Lente;Blauw;Nee;dahlia_virtuoso_pinkerific_mono.jpg;salvia_unplugged_white_ecogrande_1.jpg;lobularia_white_knight_12827_tag.jpg
Roos Tricolor Bright;placeholder;Gemiddeld;Veel licht;40;117.14;Tussenvariant;128;Zomer;Paars;Nee;vista_view.jpg;dahlia_virtuoso_vibrant_violet_mono.jpg;love_bug.jpg
Roos Tricolor Calm;placeholder;Gemiddeld;Veel licht;293;59.27;Tussenvariant;198;Lente;Wit;Ja;heart_to_heart_bottle_rocket.png;supertunia_bermuda_beach_mono_25.jpg;ipomoea_sweet_caroline_medusa_black_12824_tag.jpg
Roos Mini Select;placeholder;Hoog;Veel licht;295;16.72;Tussenvariant;31;Zomer;Paars;Nee;cuphea_totally_tempted_watermelon_wine_grande.jpg;begonia_space_age_black_hole_ecogrande.jpg;supertunia_mini_vista_pink_cloud_12822_mono.jpg
Roos Mini Beauty;placeholder;Gemiddeld;Veel licht;259;46.78;Tussenvariant;122;Herfst;Paars;Nee;corner_cafe.jpg;caladium_heart_to_heart_midnight_oil_12831_tag.jpg;cuphea_totally_tempted_frosted_violet_mono.jpg
Roos Mini Princess;placeholder;Hoog;Schaduw;231;187.61;Tussenvariant;48;Herfst;Blauw;Ja;lobelia_laguna_royale_pink_12819_tag.jpg;lobelia_laguna_royale_azure_12820_mono.jpg;jamesbrittenia_safari_lava_flow_12817_tag.jpg
Roos Mini King;placeholder;Hoog;Halfschaduw;220;121.72;Buitenplanten;84;Lente;Groen;Ja;cuphea_totally_tempted_frosted_violet_mono.jpg;supertunia_vista_cool_jazz_12821_mono.jpg;cuphea_totally_tempted_frosted_violet_grande_01.jpg
Roos Mini Queen;placeholder;Laag;Halfschaduw;72;133.27;Kamerplanten;3;Zomer;Paars;Nee;agastache_maestro_coral_tag.jpg;begonia_space_age_black_hole_ecogrande.jpg;whimsy.jpg
Roos Mini Gem;placeholder;Hoog;Schaduw;234;128.61;Tussenvariant;155;Lente;Rood;Ja;secret_weapon.jpg;dahlia_virtuoso_pinkerific_mono.jpg;fruitful_0.jpg
Roos Mini Delight;placeholder;Laag;Schaduw;293;135.46;Buitenplanten;78;Jaarrond;Paars;Nee;tropical_twist.jpg;speedster.jpg;heliotropium_aromagica_purple_tag.jpg
Roos Mini Flame;placeholder;Gemiddeld;Schaduw;143;84.96;Buitenplanten;112;Zomer;Wit;Nee;begonia_space_age_triton_co-ex_grande.jpg;supertunia_blue_tiara_tag_rgb.jpg;cuphea_totally_tempted_watermelon_wine_tag.jpg
Roos Mini Mist;placeholder;Gemiddeld;Schaduw;53;25.54;Buitenplanten;35;Winter;Geel;Ja;to_die_for_heart-soul_va-va-violet.png;cuphea_totally_tempted_frosted_violet_mono.jpg;eclectic_elegance.jpg
Roos Mini Pearl;placeholder;Hoog;Schaduw;102;167.07;Tussenvariant;148;Herfst;Groen;Ja;saffron_sunrise_basket.jpg;pixie_powder_with_thriller_scene.jpg;dahlia_virtuoso_vibrant_violet_mono.jpg
Roos Mini Glow;placeholder;Hoog;Halfschaduw;242;98.53;Tussenvariant;182;Jaarrond;Groen;Nee;heliotropium_aromagica_purple_tag_0.jpg;dancing_with_the_moon.jpg;kindness.jpg
Roos Mini Charm;placeholder;Gemiddeld;Schaduw;69;125.52;Tussenvariant;59;Winter;Rood;Nee;tell_it_to_my_heart-925x1200-7c361cb.jpg;supertunia_blue_tiara_tag_rgb.jpg;dahlia_virtuoso_pinkerific_tag.jpg
Roos Mini Dream;placeholder;Hoog;Halfschaduw;21;16.38;Kamerplanten;133;Herfst;Oranje;Ja;cuphea_totally_tempted_richly_red_mono.jpg;supertunia_bordeaux_2026_mono.jpg;scaevola_stardiva_white_co-ex_grande.jpg
Roos Mini Classic;placeholder;Gemiddeld;Veel licht;256;40.55;Kamerplanten;147;Winter;Paars;Ja;lobelia_laguna_royale_pink_12819_tag.jpg;cuphea_totally_tempted_richly_red_grande.jpg;moonlit_lavender_basket.jpg
Roos Mini Royal;placeholder;Gemiddeld;Veel licht;143;39.52;Tussenvariant;157;Winter;Wit;Ja;superbells_magic_double_grapefruit_calibrachoa_2815_tag.jpg;hold_me_tight_recipe_in_legacy_stone_boston_urn_greige_stone_02.jpg;ipomoea_sweet_caroline_medusa_black_12824_mono.jpg
Roos Mini Sunrise;placeholder;Gemiddeld;Halfschaduw;222;48.81;Tussenvariant;0;Jaarrond;Wit;Nee;coleus_colorblaze_mini_me_chartreuse_tag_0.jpg;begonia_space_age_triton_mono.jpg;cuphea_totally_tempted_frosted_violet_grande_01_0.jpg
Roos Mini Sunset;placeholder;Gemiddeld;Halfschaduw;32;158.19;Kamerplanten;177;Lente;Roze;Ja;cuphea_totally_tempted_watermelon_wine_mono.jpg;ipomoea_sweet_caroline_medusa_black_12824_tag.jpg;hearth_and_home.jpg
Roos Mini Snow;placeholder;Laag;Halfschaduw;227;76.41;Buitenplanten;113;Zomer;Roze;Nee;begonia_space_age_europa_mono.jpg;portulaca_mojave_tangerine_mono25.jpg;alocasia_heart_to_heart_emerald_isle_mono.jpg
Roos Mini Emerald;placeholder;Gemiddeld;Halfschaduw;47;54.72;Tussenvariant;143;Zomer;Groen;Nee;supertunia_mini_vista_plum_veined_ecogrande_1.jpg;dahlia_virtuoso_rad_raz_mono.jpg;cuphea_totally_tempted_frosted_violet_tag.jpg
Roos Mini Ruby;placeholder;Hoog;Halfschaduw;57;71.13;Tussenvariant;140;Zomer;Wit;Nee;cuphea_totally_tempted_frosted_violet_grande_01.jpg;portulaca_mojave_tangerine_mono25.jpg;dahlia_virtuoso_pinkerific_ecogrande.jpg
Roos Mini Sapphire;placeholder;Laag;Veel licht;64;154.79;Kamerplanten;60;Herfst;Blauw;Nee;angelonia_angelface_wedgwood_pink_tag.jpg;bidens_campfire_red_ember_12816_mono.jpg;fruitful_0.jpg
Roos Mini Moon;placeholder;Gemiddeld;Schaduw;25;54.05;Kamerplanten;173;Winter;Roze;Ja;i_got_you.jpg;warm_and_toasty.jpg;angelonia_angelface_white_grande_25.jpg
Roos Mini Spirit;placeholder;Laag;Schaduw;225;35.75;Tussenvariant;101;Jaarrond;Groen;Ja;scaevola_stardiva_white_mono.jpg;bohemian.jpg;dahlia_virtuoso_rad_raz_mono.jpg
Roos Mini Grace;placeholder;Hoog;Veel licht;108;115.72;Buitenplanten;68;Winter;Geel;Nee;im_in_heaven.jpg;portulaca_mojave_fuchsia_co-ex_grande_25.jpg;scaevola_stardiva_blue_mono.jpg
Roos Mini Harmony;placeholder;Laag;Halfschaduw;113;70.25;Buitenplanten;42;Herfst;Roze;Ja;begonia_surefire_cascade_red_12825_tag.jpg;supertunia_bermuda_beach_tag_25.jpg;whisk_me_away.jpg
Roos Mini Wonder;placeholder;Gemiddeld;Halfschaduw;222;106.25;Tussenvariant;65;Lente;Oranje;Ja;cuphea_totally_tempted_frosted_violet_tag.jpg;whisk_me_away.jpg;dahlia_virtuoso_rad_raz_ecogrande_0.jpg
Roos Mini Magic;placeholder;Laag;Veel licht;159;169.7;Buitenplanten;7;Zomer;Groen;Nee;dahlia_virtuoso_dayglo_yellow_grande.jpg;jamesbrittenia_safari_lava_flow_12817_tag.jpg;eclectic_elegance.jpg
Roos Mini Velour;placeholder;Laag;Schaduw;34;30.5;Tussenvariant;192;Lente;Blauw;Ja;bordeaux_2025_tag_rgb.jpg;supertunia_mini_vista_plum_veined_mono.jpg;supertunia_bermuda_beach_mono_25.jpg
Roos Mini Crown;placeholder;Hoog;Veel licht;158;152.49;Tussenvariant;136;Herfst;Oranje;Ja;cuphea_totally_tempted_richly_red_grande.jpg;alocasia_heart_to_heart_emerald_isle_1-gal.jpg;caladium_heart_to_heart_midnight_oil_12831_tag.jpg
Roos Mini Bloom;placeholder;Gemiddeld;Schaduw;92;98.35;Kamerplanten;142;Lente;Paars;Nee;salvia_unplugged_white_tag.jpg;hold_me_tight_recipe_in_legacy_stone_boston_urn_greige_stone_02.jpg;im_in_heaven.jpg
Roos Mini Blush;placeholder;Laag;Veel licht;137;125.61;Tussenvariant;0;Zomer;Paars;Nee;perfection.jpg;supertunia_mini_vista_plum_veined_grande_01.jpg;moonlit_lavender_basket.jpg
Roos Mini Forest;placeholder;Laag;Schaduw;77;67.42;Tussenvariant;92;Zomer;Blauw;Ja;bouffant_pc.jpg;portulaca_mojave_fuchsia_tag_25.jpg;scaevola_stardiva_blue_mono.jpg
Roos Mini Sky;placeholder;Hoog;Veel licht;255;169.47;Buitenplanten;74;Lente;Geel;Nee;scaevola_stardiva_blue_co-ex_grande.jpg;island_paradise-872x1200-ac7b053.jpg;mother_earth-1201x1196-99fe97e.jpg
Roos Mini Ocean;placeholder;Gemiddeld;Halfschaduw;290;181.56;Kamerplanten;112;Winter;Rood;Ja;begonia_space_age_triton_tag.jpg;begonia_space_age_europa_tag.jpg;portulaca_mojave_fuchsia_co-ex_grande_25.jpg
Roos Mini Frost;placeholder;Gemiddeld;Schaduw;202;88.13;Kamerplanten;69;Lente;Rood;Ja;lobelia_laguna_royale_lilac_12818_mono.jpg;artisan_attire.jpg;brushstrokes.jpg
Roos Mini Summer;placeholder;Laag;Halfschaduw;95;149.81;Buitenplanten;191;Jaarrond;Roze;Ja;salvia_unplugged_red_grande.jpg;supertunia_blue_tiara_mono.jpg;heliotropium_aromagica_purple_tag_0.jpg
Roos Mini Autumn;placeholder;Laag;Halfschaduw;199;50.66;Buitenplanten;190;Lente;Groen;Ja;heliotropium_aromagica_purple_mono.jpg;corner_cafe.jpg;love_me_forever.jpg
Roos Mini Winter;placeholder;Gemiddeld;Halfschaduw;30;96.87;Buitenplanten;164;Herfst;Paars;Nee;dahlia_virtuoso_classy_carmine_ecogrande_0.jpg;vista_view_basket.jpg;salvia_unplugged_white_grande.jpg
Roos Mini Spring;placeholder;Gemiddeld;Schaduw;143;101.14;Kamerplanten;163;Winter;Paars;Nee;salvia_unplugged_white_tag.jpg;portulaca_mojave_mango_mono.jpg;agastache_maestro_coral_mono.jpg
Roos Mini Elite;placeholder;Laag;Veel licht;179;61.78;Buitenplanten;123;Jaarrond;Groen;Nee;retreat.jpg;guaranteed_success.jpg;supertunia_bermuda_beach_co-ex_grande_25.jpg
Roos Mini Prime;placeholder;Gemiddeld;Veel licht;34;97.42;Kamerplanten;0;Jaarrond;Groen;Nee;crisp_and_clean.jpg;begonia_space_age_triton_co-ex_grande.jpg;nemesia_bluebird_mono.jpg
Roos Mini Natural;placeholder;Gemiddeld;Schaduw;79;47.76;Kamerplanten;83;Winter;Geel;Nee;cuphea_totally_tempted_vivid_violet_tag.jpg;portulaca_mojave_tangerine_co-ex_grande_25.jpg;scaevola_stardiva_blue_ecogrande.jpg
Roos Mini Botanic;placeholder;Laag;Halfschaduw;183;91.72;Tussenvariant;72;Herfst;Roze;Nee;supertunia_mini_vista_plum_veined_grande_01.jpg;begonia_space_age_triton_tag.jpg;salvia_unplugged_red_tag.jpg
Roos Mini Lush;placeholder;Gemiddeld;Schaduw;15;187.47;Buitenplanten;108;Zomer;Oranje;Nee;cuphea_totally_tempted_watermelon_wine_tag.jpg;rockapulco_rose_0_0.jpg;supertunia_mini_vista_pink_cloud_12822_mono.jpg
Roos Mini Fresh;placeholder;Gemiddeld;Schaduw;110;106.63;Buitenplanten;183;Lente;Roze;Ja;angelonia_angelface_white_grande_25.jpg;caladium_heart_to_heart_midnight_oil_12831_tag.jpg;agastache_maestro_coral_mono.jpg
Roos Mini Zen;placeholder;Laag;Halfschaduw;132;184.36;Kamerplanten;142;Lente;Oranje;Nee;scaevola_whirlwind_white_12305_tag.jpg;chic_boutique_0.jpg;begonia_surefire_cascade_red_12825_tag.jpg
Roos Mini Wild;placeholder;Hoog;Veel licht;125;163.59;Buitenplanten;35;Herfst;Oranje;Nee;angelonia_angelface_wedgwood_pink_mono.jpg;bordeaux_2025_tag_rgb.jpg;coleus_colorblaze_mini_me_chartreuse_tag_0.jpg
Roos Mini Soft;placeholder;Gemiddeld;Schaduw;202;135.7;Kamerplanten;159;Jaarrond;Oranje;Nee;scaevola_stardiva_blue_co-ex_grande.jpg;to_die_for_heart-soul_va-va-violet.png;dahlia_virtuoso_pinkerific_macro_02.jpg
Roos Mini Bright;placeholder;Gemiddeld;Halfschaduw;92;112.68;Tussenvariant;1;Winter;Geel;Nee;scaevola_stardiva_pink_tag.jpg;polar_peach_w-thriller_scene.jpg;guaranteed_success.jpg
Roos Mini Calm;placeholder;Hoog;Schaduw;228;71.59;Kamerplanten;53;Herfst;Geel;Ja;ipomoea_sweet_caroline_medusa_black_12824_mono.jpg;utopia.jpg;scaevola_stardiva_white_mono.jpg
